	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
17841	Diana is going to the gym.	Albert is running in the street.	origin	1032	4_frequent	557	2.933333333333333	3.0	2.8666666666666667	3.2	then	iconic_temp	other	no_rel	none	Unrelated	none	Diana is going to the gym, so Albert is running in the street.	A,B	Causal	so
17842	Diana is going to the gym.	Albert is running in the street.	origin	1032	4_frequent	557	2.933333333333333	3.0	2.8666666666666667	3.2	then	iconic_temp	other	no_rel	none	Unrelated	none	Diana is going to the gym, after Albert is running in the street.	B,A	Temporal	after
17843	Diana is going to the gym.	Albert is running in the street.	origin	1032	4_frequent	557	2.933333333333333	3.0	2.8666666666666667	3.2	then	iconic_temp	other	no_rel	none	Unrelated	none	Diana is going to the gym, because Albert is running in the street.	B,A	Causal	because
17856	Alice ate some pastries.	Maria baked a cake for the party.	origin	125	3_common	558	3.866666666666666	3.466666666666667	4.333333333333333	4.266666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alice ate some pastries, then Maria baked a cake for the party.	A,B	Temporal	then
17857	Alice ate some pastries.	Maria baked a cake for the party.	origin	125	3_common	558	3.866666666666666	3.466666666666667	4.333333333333333	4.266666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alice ate some pastries, so Maria baked a cake for the party.	A,B	Causal	so
17858	Alice ate some pastries.	Maria baked a cake for the party.	origin	125	3_common	558	3.866666666666666	3.466666666666667	4.333333333333333	4.266666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alice ate some pastries, after Maria baked a cake for the party.	B,A	Temporal	after
17859	Alice ate some pastries.	Maria baked a cake for the party.	origin	125	3_common	558	3.866666666666666	3.466666666666667	4.333333333333333	4.266666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Alice ate some pastries, because Maria baked a cake for the party.	B,A	Causal	because
17872	Maria baked a cake for the party.	Alice ate some pastries.	origin	36	2_uncommon	558	1.6	2.8666666666666667	4.0	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Maria baked a cake for the party, after Alice ate some pastries.	B,A	Temporal	after
17873	Maria baked a cake for the party.	Alice ate some pastries.	origin	36	2_uncommon	558	1.6	2.8666666666666667	4.0	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Maria baked a cake for the party, so Alice ate some pastries.	A,B	Causal	so
17874	Maria baked a cake for the party.	Alice ate some pastries.	origin	36	2_uncommon	558	1.6	2.8666666666666667	4.0	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Maria baked a cake for the party, because Alice ate some pastries.	B,A	Causal	because
17875	Maria baked a cake for the party.	Alice ate some pastries.	origin	36	2_uncommon	558	1.6	2.8666666666666667	4.0	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Maria baked a cake for the party, then Alice ate some pastries.	A,B	Temporal	then
17888	Claire visited a coffee shop and ordered a coffee.	Jimmy took the last piece of cake.	origin	0	1_rare	559	5.066666666666666	3.4	5.333333333333333	6.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Claire visited a coffee shop and ordered a coffee, then Jimmy took the last piece of cake.	A,B	Temporal	then
17889	Claire visited a coffee shop and ordered a coffee.	Jimmy took the last piece of cake.	origin	0	1_rare	559	5.066666666666666	3.4	5.333333333333333	6.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Claire visited a coffee shop and ordered a coffee, after Jimmy took the last piece of cake.	B,A	Temporal	after
17890	Claire visited a coffee shop and ordered a coffee.	Jimmy took the last piece of cake.	origin	0	1_rare	559	5.066666666666666	3.4	5.333333333333333	6.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Claire visited a coffee shop and ordered a coffee, so Jimmy took the last piece of cake.	A,B	Causal	so
17891	Claire visited a coffee shop and ordered a coffee.	Jimmy took the last piece of cake.	origin	0	1_rare	559	5.066666666666666	3.4	5.333333333333333	6.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Claire visited a coffee shop and ordered a coffee, because Jimmy took the last piece of cake.	B,A	Causal	because
17904	Jimmy took the last piece of cake.	Claire visited a coffee shop and ordered a coffee.	origin	0	1_rare	559	3.466666666666667	4.133333333333334	3.6	3.866666666666666	so	iconic_caus	other	no_rel	none	Unrelated	none	Jimmy took the last piece of cake, then Claire visited a coffee shop and ordered a coffee.	A,B	Temporal	then
17905	Jimmy took the last piece of cake.	Claire visited a coffee shop and ordered a coffee.	origin	0	1_rare	559	3.466666666666667	4.133333333333334	3.6	3.866666666666666	so	iconic_caus	other	no_rel	none	Unrelated	none	Jimmy took the last piece of cake, after Claire visited a coffee shop and ordered a coffee.	B,A	Temporal	after
17906	Jimmy took the last piece of cake.	Claire visited a coffee shop and ordered a coffee.	origin	0	1_rare	559	3.466666666666667	4.133333333333334	3.6	3.866666666666666	so	iconic_caus	other	no_rel	none	Unrelated	none	Jimmy took the last piece of cake, so Claire visited a coffee shop and ordered a coffee.	A,B	Causal	so
17907	Jimmy took the last piece of cake.	Claire visited a coffee shop and ordered a coffee.	origin	0	1_rare	559	3.466666666666667	4.133333333333334	3.6	3.866666666666666	so	iconic_caus	other	no_rel	none	Unrelated	none	Jimmy took the last piece of cake, because Claire visited a coffee shop and ordered a coffee.	B,A	Causal	because
17920	Jimmy prepared one can of soup.	Tom ate a sandwich.	origin	62	3_common	560	3.733333333333333	4.0	4.0	4.666666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Jimmy prepared one can of soup, after Tom ate a sandwich.	B,A	Temporal	after
17921	Jimmy prepared one can of soup.	Tom ate a sandwich.	origin	62	3_common	560	3.733333333333333	4.0	4.0	4.666666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Jimmy prepared one can of soup, so Tom ate a sandwich.	A,B	Causal	so
17922	Jimmy prepared one can of soup.	Tom ate a sandwich.	origin	62	3_common	560	3.733333333333333	4.0	4.0	4.666666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Jimmy prepared one can of soup, then Tom ate a sandwich.	A,B	Temporal	then
17923	Jimmy prepared one can of soup.	Tom ate a sandwich.	origin	62	3_common	560	3.733333333333333	4.0	4.0	4.666666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Jimmy prepared one can of soup, because Tom ate a sandwich.	B,A	Causal	because
17936	Tom ate a sandwich.	Jimmy prepared one can of soup.	origin	95	3_common	560	2.533333333333333	3.4	4.933333333333334	7.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Tom ate a sandwich, then Jimmy prepared one can of soup.	A,B	Temporal	then
17937	Tom ate a sandwich.	Jimmy prepared one can of soup.	origin	95	3_common	560	2.533333333333333	3.4	4.933333333333334	7.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Tom ate a sandwich, so Jimmy prepared one can of soup.	A,B	Causal	so
17938	Tom ate a sandwich.	Jimmy prepared one can of soup.	origin	95	3_common	560	2.533333333333333	3.4	4.933333333333334	7.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Tom ate a sandwich, after Jimmy prepared one can of soup.	B,A	Temporal	after
17939	Tom ate a sandwich.	Jimmy prepared one can of soup.	origin	95	3_common	560	2.533333333333333	3.4	4.933333333333334	7.0	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Tom ate a sandwich, because Jimmy prepared one can of soup.	B,A	Causal	because
17952	Kate had a nightmare.	Mark watched a movie.	origin	1022	4_frequent	561	3.866666666666666	3.2	4.866666666666666	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Kate had a nightmare, because Mark watched a movie.	B,A	Causal	because
17953	Kate had a nightmare.	Mark watched a movie.	origin	1022	4_frequent	561	3.866666666666666	3.2	4.866666666666666	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Kate had a nightmare, after Mark watched a movie.	B,A	Temporal	after
17954	Kate had a nightmare.	Mark watched a movie.	origin	1022	4_frequent	561	3.866666666666666	3.2	4.866666666666666	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Kate had a nightmare, so Mark watched a movie.	A,B	Causal	so
17955	Kate had a nightmare.	Mark watched a movie.	origin	1022	4_frequent	561	3.866666666666666	3.2	4.866666666666666	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Kate had a nightmare, then Mark watched a movie.	A,B	Temporal	then
17968	Mark watched a movie.	Kate had a nightmare.	origin	1017	4_frequent	561	3.6666666666666665	3.066666666666667	3.866666666666666	2.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	Mark watched a movie, so Kate had a nightmare.	A,B	Causal	so
17969	Mark watched a movie.	Kate had a nightmare.	origin	1017	4_frequent	561	3.6666666666666665	3.066666666666667	3.866666666666666	2.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	Mark watched a movie, after Kate had a nightmare.	B,A	Temporal	after
17970	Mark watched a movie.	Kate had a nightmare.	origin	1017	4_frequent	561	3.6666666666666665	3.066666666666667	3.866666666666666	2.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	Mark watched a movie, because Kate had a nightmare.	B,A	Causal	because
17971	Mark watched a movie.	Kate had a nightmare.	origin	1017	4_frequent	561	3.6666666666666665	3.066666666666667	3.866666666666666	2.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	Mark watched a movie, then Kate had a nightmare.	A,B	Temporal	then
17984	Karen scheduled an appointment with her dentist.	The doctor works at the hospital.	origin	83	3_common	562	2.1333333333333333	1.8	2.0	1.0666666666666669	because	anticonic_caus	other	no_rel	none	Unrelated	none	Karen scheduled an appointment with her dentist, because the doctor works at the hospital.	B,A	Causal	because
17985	Karen scheduled an appointment with her dentist.	The doctor works at the hospital.	origin	83	3_common	562	2.1333333333333333	1.8	2.0	1.0666666666666669	because	anticonic_caus	other	no_rel	none	Unrelated	none	Karen scheduled an appointment with her dentist, so the doctor works at the hospital.	A,B	Causal	so
17986	Karen scheduled an appointment with her dentist.	The doctor works at the hospital.	origin	83	3_common	562	2.1333333333333333	1.8	2.0	1.0666666666666669	because	anticonic_caus	other	no_rel	none	Unrelated	none	Karen scheduled an appointment with her dentist, after the doctor works at the hospital.	B,A	Temporal	after
17987	Karen scheduled an appointment with her dentist.	The doctor works at the hospital.	origin	83	3_common	562	2.1333333333333333	1.8	2.0	1.0666666666666669	because	anticonic_caus	other	no_rel	none	Unrelated	none	Karen scheduled an appointment with her dentist, then the doctor works at the hospital.	A,B	Temporal	then
18000	The doctor works at the hospital.	Karen scheduled an appointment with her dentist.	origin	99	3_common	562	1.1333333333333333	2.6666666666666665	1.4666666666666666	2.2	so	iconic_caus	other	no_rel	none	Unrelated	none	The doctor works at the hospital, after Karen scheduled an appointment with her dentist.	B,A	Temporal	after
18001	The doctor works at the hospital.	Karen scheduled an appointment with her dentist.	origin	99	3_common	562	1.1333333333333333	2.6666666666666665	1.4666666666666666	2.2	so	iconic_caus	other	no_rel	none	Unrelated	none	The doctor works at the hospital, because Karen scheduled an appointment with her dentist.	B,A	Causal	because
18002	The doctor works at the hospital.	Karen scheduled an appointment with her dentist.	origin	99	3_common	562	1.1333333333333333	2.6666666666666665	1.4666666666666666	2.2	so	iconic_caus	other	no_rel	none	Unrelated	none	The doctor works at the hospital, so Karen scheduled an appointment with her dentist.	A,B	Causal	so
18003	The doctor works at the hospital.	Karen scheduled an appointment with her dentist.	origin	99	3_common	562	1.1333333333333333	2.6666666666666665	1.4666666666666666	2.2	so	iconic_caus	other	no_rel	none	Unrelated	none	The doctor works at the hospital, then Karen scheduled an appointment with her dentist.	A,B	Temporal	then
18016	Julie and Kate are watching the match.	The player is running.	origin	150	3_common	563	4.4	1.8	1.2666666666666666	4.066666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Julie and Kate are watching the match, because the player is running.	B,A	Causal	because
18017	Julie and Kate are watching the match.	The player is running.	origin	150	3_common	563	4.4	1.8	1.2666666666666666	4.066666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Julie and Kate are watching the match, then the player is running.	A,B	Temporal	then
18018	Julie and Kate are watching the match.	The player is running.	origin	150	3_common	563	4.4	1.8	1.2666666666666666	4.066666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Julie and Kate are watching the match, so the player is running.	A,B	Causal	so
18019	Julie and Kate are watching the match.	The player is running.	origin	150	3_common	563	4.4	1.8	1.2666666666666666	4.066666666666666	because	anticonic_caus	other	no_rel	none	Unrelated	none	Julie and Kate are watching the match, after the player is running.	B,A	Temporal	after
18032	The player is running.	Julie and Kate are watching the match.	origin	407	3_common	563	1.6	3.2666666666666666	2.6	1.7333333333333334	so	iconic_caus	other	no_rel	none	Unrelated	none	The player is running, because Julie and Kate are watching the match.	B,A	Causal	because
18033	The player is running.	Julie and Kate are watching the match.	origin	407	3_common	563	1.6	3.2666666666666666	2.6	1.7333333333333334	so	iconic_caus	other	no_rel	none	Unrelated	none	The player is running, then Julie and Kate are watching the match.	A,B	Temporal	then
18034	The player is running.	Julie and Kate are watching the match.	origin	407	3_common	563	1.6	3.2666666666666666	2.6	1.7333333333333334	so	iconic_caus	other	no_rel	none	Unrelated	none	The player is running, after Julie and Kate are watching the match.	B,A	Temporal	after
18035	The player is running.	Julie and Kate are watching the match.	origin	407	3_common	563	1.6	3.2666666666666666	2.6	1.7333333333333334	so	iconic_caus	other	no_rel	none	Unrelated	none	The player is running, so Julie and Kate are watching the match.	A,B	Causal	so
18048	The actor read the script in the theatre.	The spectators applauded the singer.	origin	3	1_rare	564	1.6666666666666667	2.8666666666666667	3.1333333333333333	4.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The actor read the script in the theatre, because the spectators applauded the singer.	B,A	Causal	because
18049	The actor read the script in the theatre.	The spectators applauded the singer.	origin	3	1_rare	564	1.6666666666666667	2.8666666666666667	3.1333333333333333	4.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The actor read the script in the theatre, so the spectators applauded the singer.	A,B	Causal	so
